26109,"612  ","6120874","ｷｮｳﾄﾌ","ｷｮｳﾄｼﾌｼﾐｸ","ﾌｶｸｻﾋｶﾞｼﾀﾞﾃﾁｮｳ","京都府","京都市伏見区","深草東伊達町"
26109,"612  ","6120019","ｷｮｳﾄﾌ","ｷｮｳﾄｼﾌｼﾐｸ","ﾌｶｸｻﾋﾗﾀﾁｮｳ","京都府","京都市伏見区","深草平田町"
26109,"612  ","6120018","ｷｮｳﾄﾌ","ｷｮｳﾄｼﾌｼﾐｸ","ﾌｶｸｻﾌｹﾉｳﾁﾁｮｳ","京都府","京都市伏見区","深草フケノ内町"
